,Team,Year,GameMinute,Kicker,Distance,ScoreDiff,Grass,Success
1,PHI,2005,3,Akers,49,0,FALSE,0
2,PHI,2005,29,Akers,49,-7,FALSE,0
3,PHI,2005,51,Akers,44,-7,FALSE,1
4,PHI,2005,14,Akers,43,14,TRUE,0
5,PHI,2005,60,Akers,23,0,TRUE,1
6,PHI,2005,39,Akers,34,-3,TRUE,1
7,PHI,2005,37,Akers,48,7,TRUE,1
8,PHI,2005,51,Akers,20,10,TRUE,1
9,PHI,2005,60,Akers,60,-1,TRUE,0
10,PHI,2005,44,Akers,20,-6,FALSE,1
11,PHI,2005,60,Akers,38,-10,FALSE,0
12,PHI,2005,8,Akers,44,0,TRUE,1
13,PHI,2005,39,Akers,38,-4,TRUE,1
14,PHI,2005,56,Akers,37,-1,TRUE,1
15,PHI,2005,59,Akers,33,2,TRUE,1
16,PHI,2005,30,Akers,42,-3,TRUE,1
17,PHI,2005,34,Akers,49,0,TRUE,0
18,PHI,2005,54,Akers,36,-6,TRUE,1
19,PHI,2005,59,Akers,50,-3,TRUE,1
20,PHI,2005,42,Akers,31,-9,FALSE,1
21,PHI,2005,5,Akers,49,0,TRUE,1
22,PHI,2005,37,Akers,35,0,TRUE,1
23,TEN,2005,21,Bironas,47,-3,TRUE,0
24,TEN,2005,17,Bironas,39,7,TRUE,1
25,TEN,2005,30,Bironas,29,10,TRUE,1
26,TEN,2005,38,Bironas,47,10,TRUE,1
27,TEN,2005,11,Bironas,41,7,FALSE,1
28,TEN,2005,54,Bironas,39,-7,FALSE,1
29,TEN,2005,10,Bironas,34,-7,TRUE,1
30,TEN,2005,45,Bironas,38,-21,TRUE,0
31,TEN,2005,28,Bironas,52,1,TRUE,1
32,TEN,2005,46,Bironas,49,15,TRUE,1
33,TEN,2005,28,Bironas,24,7,TRUE,1
34,TEN,2005,56,Bironas,29,0,TRUE,1
35,TEN,2005,60,Bironas,47,-11,TRUE,1
36,TEN,2005,13,Bironas,53,7,TRUE,1
37,TEN,2005,30,Bironas,39,-12,TRUE,1
38,TEN,2005,53,Bironas,24,-5,TRUE,1
39,TEN,2005,26,Bironas,50,-7,TRUE,0
40,TEN,2005,15,Bironas,35,0,TRUE,1
41,TEN,2005,26,Bironas,41,-4,TRUE,1
42,TEN,2005,28,Bironas,21,-1,TRUE,1
43,TEN,2005,57,Bironas,22,16,TRUE,1
44,TEN,2005,21,Bironas,51,-7,FALSE,0
45,TEN,2005,30,Bironas,24,-14,FALSE,1
46,TEN,2005,11,Bironas,46,0,TRUE,0
47,TEN,2005,26,Bironas,23,-3,TRUE,1
48,TEN,2005,60,Bironas,21,0,TRUE,1
49,TEN,2005,39,Bironas,38,7,TRUE,1
50,TEN,2005,14,Bironas,24,0,TRUE,1
51,CHI,2005,9,Brien,48,1,TRUE,1
52,CHI,2005,14,Brien,48,4,TRUE,0
53,CHI,2005,47,Brien,36,25,TRUE,0
54,CHI,2005,29,Brien,39,-10,TRUE,0
55,SEA,2005,24,Brown,33,1,FALSE,1
56,SEA,2005,52,Brown,23,19,FALSE,1
57,SEA,2005,59,Brown,47,22,FALSE,1
58,SEA,2005,9,Brown,53,0,TRUE,1
59,SEA,2005,36,Brown,47,-4,TRUE,0
60,SEA,2005,60,Brown,47,0,TRUE,0
61,SEA,2005,30,Brown,34,0,FALSE,1
62,SEA,2005,36,Brown,44,3,FALSE,1
63,SEA,2005,53,Brown,28,6,FALSE,1
64,SEA,2005,30,Brown,55,-7,FALSE,1
65,SEA,2005,60,Brown,50,0,FALSE,1
66,SEA,2005,14,Brown,26,-3,TRUE,1
67,SEA,2005,39,Brown,28,15,TRUE,1
68,SEA,2005,30,Brown,31,4,FALSE,1
69,SEA,2005,5,Brown,21,0,TRUE,1
70,SEA,2005,37,Brown,51,8,TRUE,0
71,SEA,2005,43,Brown,47,12,TRUE,1
72,SEA,2005,73,Brown,36,0,FALSE,1
73,SEA,2005,43,Brown,40,42,TRUE,0
74,SEA,2005,23,Brown,52,18,FALSE,1
75,SEA,2005,30,Brown,50,21,FALSE,0
76,SEA,2005,55,Brown,52,35,FALSE,1
77,SEA,2005,17,Brown,36,14,TRUE,0
78,SEA,2005,30,Brown,57,8,FALSE,0
79,SEA,2005,59,Brown,44,-9,TRUE,1
80,SEA,2005,46,Brown,33,11,FALSE,1
81,SEA,2005,58,Brown,31,7,FALSE,1
82,SEA,2005,13,Brown,24,7,FALSE,1
83,SEA,2005,26,Brown,39,10,FALSE,1
84,SEA,2005,30,Brown,49,13,FALSE,0
85,SEA,2005,15,Brown,47,0,FALSE,1
86,SEA,2005,30,Brown,54,-4,FALSE,0
87,SEA,2005,34,Brown,50,-11,FALSE,0
88,HOU,2005,17,Brown,28,-3,FALSE,1
89,HOU,2005,16,Brown,32,-7,TRUE,1
90,HOU,2005,23,Brown,38,-4,TRUE,1
91,HOU,2005,33,Brown,43,-4,TRUE,1
92,HOU,2005,49,Brown,47,-18,TRUE,1
93,HOU,2005,23,Brown,39,-14,FALSE,1
94,HOU,2005,30,Brown,56,-18,FALSE,0
95,HOU,2005,30,Brown,38,-6,TRUE,1
96,HOU,2005,42,Brown,37,-3,TRUE,1
97,HOU,2005,46,Brown,35,0,TRUE,1
98,HOU,2005,51,Brown,38,3,TRUE,0
99,HOU,2005,58,Brown,40,0,TRUE,1
100,HOU,2005,44,Brown,24,-14,FALSE,1
101,HOU,2005,45,Brown,22,-17,TRUE,1
102,HOU,2005,26,Brown,39,14,TRUE,1
103,HOU,2005,39,Brown,46,14,TRUE,0
104,HOU,2005,58,Brown,35,7,TRUE,1
105,HOU,2005,12,Brown,39,0,FALSE,1
106,HOU,2005,30,Brown,26,-4,FALSE,1
107,HOU,2005,46,Brown,22,-1,FALSE,1
108,HOU,2005,57,Brown,29,-4,FALSE,1
109,HOU,2005,59,Brown,39,-1,FALSE,1
110,HOU,2005,15,Brown,30,0,TRUE,1
111,HOU,2005,57,Brown,37,0,TRUE,0
112,HOU,2005,60,Brown,31,-3,TRUE,0
113,HOU,2005,30,Brown,27,11,TRUE,1
114,HOU,2005,33,Brown,41,14,TRUE,1
115,HOU,2005,60,Brown,26,8,TRUE,1
116,HOU,2005,13,Brown,37,-7,TRUE,1
117,HOU,2005,29,Brown,53,0,TRUE,1
118,HOU,2005,45,Brown,38,-4,TRUE,0
119,HOU,2005,54,Brown,48,-4,TRUE,0
120,HOU,2005,6,Brown,21,0,TRUE,1
121,HOU,2005,54,Brown,31,0,TRUE,0
122,TB,2005,30,Bryant,41,7,FALSE,1
123,TB,2005,51,Bryant,40,13,TRUE,1
124,TB,2005,24,Bryant,42,8,TRUE,1
125,TB,2005,7,Bryant,43,0,TRUE,1
126,TB,2005,41,Bryant,46,7,TRUE,0
127,TB,2005,7,Bryant,35,0,FALSE,1
128,TB,2005,19,Bryant,36,3,FALSE,1
129,TB,2005,30,Bryant,43,-1,FALSE,1
130,TB,2005,56,Bryant,30,-5,FALSE,1
131,TB,2005,14,Bryant,36,4,TRUE,1
132,TB,2005,41,Bryant,32,4,TRUE,1
133,TB,2005,30,Bryant,47,-3,TRUE,1
134,TB,2005,47,Bryant,52,-9,TRUE,0
135,TB,2005,5,Bryant,31,0,FALSE,1
136,TB,2005,22,Bryant,45,10,FALSE,1
137,TB,2005,60,Bryant,45,0,FALSE,1
138,TB,2005,13,Bryant,27,-7,TRUE,1
139,TB,2005,58,Bryant,29,-3,TRUE,0
140,TB,2005,30,Bryant,34,7,TRUE,1
141,TB,2005,41,Bryant,36,10,TRUE,1
142,TB,2005,51,Bryant,50,-3,TRUE,1
143,TB,2005,65,Bryant,27,0,TRUE,0
144,TB,2005,75,Bryant,41,0,TRUE,1
145,TB,2005,30,Bryant,46,4,TRUE,1
146,TB,2005,53,Bryant,26,4,TRUE,1
147,TB,2005,20,Bryant,43,-14,TRUE,1
148,NO,2005,40,Carney,29,7,TRUE,1
149,NO,2005,48,Carney,48,3,TRUE,1
150,NO,2005,60,Carney,47,0,TRUE,1
151,NO,2005,30,Carney,21,-14,FALSE,1
152,NO,2005,47,Carney,29,-14,FALSE,0
153,NO,2005,40,Carney,22,-18,FALSE,1
154,NO,2005,21,Carney,23,-7,FALSE,1
155,NO,2005,30,Carney,40,3,FALSE,1
156,NO,2005,37,Carney,32,6,FALSE,0
157,NO,2005,55,Carney,20,6,FALSE,1
158,NO,2005,59,Carney,37,9,FALSE,1
159,NO,2005,7,Carney,33,0,TRUE,1
160,NO,2005,27,Carney,43,-25,TRUE,0
161,NO,2005,30,Carney,43,-32,TRUE,0
162,NO,2005,21,Carney,19,4,FALSE,1
163,NO,2005,30,Carney,47,0,FALSE,0
164,NO,2005,17,Carney,45,14,FALSE,0
165,NO,2005,47,Carney,22,7,FALSE,1
166,NO,2005,9,Carney,26,0,TRUE,1
167,NO,2005,42,Carney,49,-6,TRUE,1
168,NO,2005,3,Carney,22,0,TRUE,1
169,NO,2005,47,Carney,30,-14,TRUE,0
170,NO,2005,58,Carney,46,-10,TRUE,1
171,NO,2005,30,Carney,26,-7,TRUE,1
172,NO,2005,12,Carney,47,-7,FALSE,1
173,NO,2005,55,Carney,44,-17,TRUE,1
174,NO,2005,29,Carney,35,-7,FALSE,1
175,NO,2005,36,Carney,47,-4,FALSE,1
176,NO,2005,40,Carney,33,-1,FALSE,1
177,NO,2005,59,Carney,20,-1,FALSE,1
178,NO,2005,17,Carney,25,-7,TRUE,1
179,NO,2005,48,Carney,24,-7,TRUE,1
180,DAL,2005,7,Cortez,41,0,FALSE,0
181,DAL,2005,19,Cortez,33,0,FALSE,1
182,DAL,2005,54,Cortez,41,10,FALSE,1
183,DAL,2005,24,Cortez,29,-10,TRUE,1
184,DAL,2005,44,Cortez,30,-10,TRUE,1
185,DAL,2005,15,Cortez,28,14,FALSE,1
186,DAL,2005,30,Cortez,33,21,FALSE,1
187,DAL,2005,34,Cortez,37,24,FALSE,1
188,DAL,2005,56,Cortez,45,20,FALSE,1
189,DAL,2005,30,Cortez,49,1,FALSE,0
190,DAL,2005,37,Cortez,48,1,FALSE,0
191,DAL,2005,48,Cortez,29,1,FALSE,1
192,DAL,2005,56,Cortez,28,4,FALSE,1
193,DAL,2005,64,Cortez,45,0,FALSE,1
194,DAL,2005,47,Cortez,29,4,FALSE,0
195,DAL,2005,58,Cortez,21,4,FALSE,1
196,SF,2005,13,Cortez,34,0,TRUE,0
197,DAL,2005,24,Cundiff,19,7,FALSE,1
198,DAL,2005,30,Cundiff,56,3,FALSE,1
199,DAL,2005,53,Cundiff,34,0,FALSE,0
200,DAL,2005,35,Cundiff,34,-17,FALSE,1
201,DAL,2005,22,Cundiff,34,-7,FALSE,1
202,DAL,2005,13,Cundiff,38,-7,TRUE,0
203,DAL,2005,19,Cundiff,24,-3,TRUE,1
204,DAL,2005,30,Cundiff,32,-3,TRUE,0
205,CLE,2005,11,Dawson,29,0,TRUE,1
206,CLE,2005,51,Dawson,34,-17,TRUE,1
207,CLE,2005,17,Dawson,21,0,TRUE,1
208,CLE,2005,30,Dawson,39,3,TRUE,1
209,CLE,2005,17,Dawson,40,-7,FALSE,1
210,CLE,2005,46,Dawson,22,-10,FALSE,1
211,CLE,2005,11,Dawson,19,0,TRUE,1
212,CLE,2005,30,Dawson,44,0,TRUE,1
213,CLE,2005,38,Dawson,24,-16,FALSE,1
214,CLE,2005,7,Dawson,30,0,TRUE,1
215,CLE,2005,15,Dawson,28,0,TRUE,1
216,CLE,2005,26,Dawson,29,3,TRUE,1
217,CLE,2005,55,Dawson,37,-3,TRUE,1
218,CLE,2005,33,Dawson,37,0,TRUE,1
219,CLE,2005,47,Dawson,19,10,TRUE,1
220,CLE,2005,60,Dawson,39,6,TRUE,0
221,CLE,2005,8,Dawson,23,6,TRUE,1
222,CLE,2005,30,Dawson,40,9,TRUE,1
223,CLE,2005,44,Dawson,24,19,TRUE,1
224,CLE,2005,30,Dawson,32,-10,FALSE,1
225,CLE,2005,42,Dawson,38,-14,FALSE,1
226,CLE,2005,27,Dawson,34,4,TRUE,0
227,CLE,2005,39,Dawson,41,1,FALSE,1
228,CLE,2005,56,Dawson,29,-3,FALSE,1
229,CLE,2005,30,Dawson,44,-7,TRUE,1
230,CLE,2005,44,Dawson,24,-4,TRUE,1
231,CLE,2005,60,Dawson,37,-1,TRUE,1
232,CLE,2005,28,Dawson,21,-13,TRUE,1
233,CLE,2005,30,Dawson,39,-10,TRUE,1
234,MIN,2005,41,Edinger,53,-10,FALSE,1
235,MIN,2005,54,Edinger,22,-7,FALSE,1
236,MIN,2005,8,Edinger,24,7,FALSE,1
237,MIN,2005,11,Edinger,33,10,FALSE,0
238,MIN,2005,54,Edinger,28,8,FALSE,1
239,MIN,2005,56,Edinger,48,11,FALSE,1
240,MIN,2005,59,Edinger,34,14,FALSE,1
241,MIN,2005,52,Edinger,43,-27,FALSE,1
242,MIN,2005,16,Edinger,52,0,TRUE,0
243,MIN,2005,24,Edinger,23,0,TRUE,1
244,MIN,2005,35,Edinger,32,-4,TRUE,0
245,MIN,2005,35,Edinger,27,-17,FALSE,1
246,MIN,2005,51,Edinger,22,-7,FALSE,1
247,MIN,2005,60,Edinger,56,0,FALSE,1
248,MIN,2005,17,Edinger,33,-7,TRUE,0
249,MIN,2005,9,Edinger,21,0,FALSE,1
250,MIN,2005,30,Edinger,52,17,FALSE,0
251,MIN,2005,53,Edinger,40,10,FALSE,1
252,MIN,2005,3,Edinger,40,0,FALSE,0
253,MIN,2005,7,Edinger,32,0,FALSE,0
254,MIN,2005,60,Edinger,48,0,FALSE,1
255,MIN,2005,5,Edinger,49,0,TRUE,0
256,MIN,2005,50,Edinger,24,0,TRUE,1
257,MIN,2005,60,Edinger,27,0,TRUE,1
258,MIN,2005,7,Edinger,43,0,FALSE,1
259,MIN,2005,26,Edinger,37,4,FALSE,1
260,MIN,2005,29,Edinger,44,7,FALSE,1
261,MIN,2005,13,Edinger,20,-3,FALSE,1
262,MIN,2005,35,Edinger,32,-7,FALSE,0
263,MIN,2005,32,Edinger,36,4,FALSE,1
264,MIN,2005,41,Edinger,40,0,FALSE,1
265,MIN,2005,60,Edinger,46,-10,FALSE,1
266,MIN,2005,16,Edinger,54,-3,FALSE,1
267,MIN,2005,46,Edinger,27,21,FALSE,1
268,DEN,2005,28,Elam,28,-6,TRUE,1
269,DEN,2005,12,Elam,45,0,TRUE,1
270,DEN,2005,34,Elam,53,-4,TRUE,0
271,DEN,2005,45,Elam,53,-4,TRUE,0
272,DEN,2005,60,Elam,41,0,TRUE,1
273,DEN,2005,8,Elam,30,0,TRUE,1
274,DEN,2005,24,Elam,51,17,TRUE,1
275,DEN,2005,48,Elam,25,24,TRUE,1
276,DEN,2005,54,Elam,46,27,TRUE,0
277,DEN,2005,10,Elam,41,0,TRUE,0
278,DEN,2005,12,Elam,46,0,TRUE,0
279,DEN,2005,52,Elam,33,7,TRUE,1
280,DEN,2005,58,Elam,42,10,TRUE,1
281,DEN,2005,5,Elam,49,0,FALSE,1
282,DEN,2005,14,Elam,42,-4,FALSE,1
283,DEN,2005,47,Elam,27,10,FALSE,1
284,DEN,2005,55,Elam,49,6,FALSE,0
285,DEN,2005,22,Elam,22,7,TRUE,1
286,DEN,2005,30,Elam,38,10,TRUE,1
287,DEN,2005,44,Elam,25,20,TRUE,1
288,DEN,2005,25,Elam,26,7,TRUE,1
289,DEN,2005,47,Elam,47,17,TRUE,1
290,DEN,2005,62,Elam,24,0,FALSE,1
291,DEN,2005,42,Elam,22,-3,TRUE,1
292,DEN,2005,47,Elam,40,0,TRUE,1
293,DEN,2005,7,Elam,47,-3,TRUE,1
294,DEN,2005,30,Elam,48,0,TRUE,1
295,DEN,2005,5,Elam,29,0,TRUE,1
296,DEN,2005,32,Elam,33,16,TRUE,1
297,DEN,2005,36,Elam,34,19,TRUE,1
298,DEN,2005,42,Elam,52,22,TRUE,0
299,DEN,2005,48,Elam,28,9,TRUE,0
300,DEN,2005,30,Elam,50,4,TRUE,1
301,DEN,2005,57,Elam,34,11,TRUE,1
302,DEN,2005,21,Elam,23,-10,TRUE,1
303,BAL,2005,30,Elling,54,-17,FALSE,0
304,NYG,2005,38,Feely,39,11,FALSE,1
305,NYG,2005,54,Feely,30,14,FALSE,1
306,NYG,2005,7,Feely,22,0,TRUE,1
307,NYG,2005,30,Feely,40,-4,TRUE,1
308,NYG,2005,48,Feely,28,-15,TRUE,1
309,NYG,2005,7,Feely,38,7,FALSE,1
310,NYG,2005,21,Feely,32,17,FALSE,1
311,NYG,2005,52,Feely,23,17,FALSE,1
312,NYG,2005,5,Feely,50,0,FALSE,1
313,NYG,2005,22,Feely,45,3,FALSE,1
314,NYG,2005,29,Feely,52,-6,FALSE,1
315,NYG,2005,4,Feely,39,0,FALSE,1
316,NYG,2005,15,Feely,50,3,FALSE,1
317,NYG,2005,23,Feely,51,13,FALSE,0
318,NYG,2005,28,Feely,33,13,FALSE,1
319,NYG,2005,30,Feely,39,16,FALSE,1
320,NYG,2005,41,Feely,44,26,FALSE,1
321,NYG,2005,6,Feely,22,0,TRUE,1
322,NYG,2005,19,Feely,35,-7,FALSE,1
323,NYG,2005,27,Feely,48,-4,FALSE,1
324,NYG,2005,29,Feely,28,-1,FALSE,0
325,NYG,2005,16,Feely,26,0,FALSE,1
326,NYG,2005,39,Feely,27,3,FALSE,1
327,NYG,2005,26,Feely,39,-7,FALSE,1
328,NYG,2005,35,Feely,43,3,FALSE,1
329,NYG,2005,60,Feely,40,0,FALSE,0
330,NYG,2005,65,Feely,54,0,FALSE,0
331,NYG,2005,69,Feely,45,0,FALSE,0
332,NYG,2005,28,Feely,27,7,FALSE,1
333,NYG,2005,55,Feely,33,7,FALSE,0
334,NYG,2005,25,Feely,24,7,TRUE,1
335,NYG,2005,42,Feely,21,0,TRUE,1
336,NYG,2005,50,Feely,27,3,TRUE,1
337,NYG,2005,72,Feely,36,0,TRUE,1
338,NYG,2005,30,Feely,41,4,FALSE,1
339,NYG,2005,45,Feely,35,0,FALSE,1
340,NYG,2005,12,Feely,47,-7,TRUE,1
341,NYG,2005,37,Feely,29,-4,TRUE,0
342,NYG,2005,42,Feely,38,-11,TRUE,1
343,NYG,2005,18,Feely,25,0,TRUE,1
344,NYG,2005,28,Feely,38,10,TRUE,1
345,NYG,2005,46,Feely,46,6,TRUE,1
346,PHI,2005,23,France,40,-17,TRUE,0
347,PHI,2005,33,France,44,-11,TRUE,1
348,PHI,2005,49,France,37,0,TRUE,1
349,PHI,2005,57,France,26,10,TRUE,1
350,PHI,2005,20,France,23,-17,FALSE,1
351,PHI,2005,36,France,23,7,TRUE,1
352,PHI,2005,54,France,40,-7,TRUE,1
353,TB,2005,15,France,43,0,TRUE,0
354,TB,2005,51,France,28,4,TRUE,1
355,CHI,2005,21,Gould,44,-3,TRUE,1
356,CHI,2005,28,Gould,48,0,TRUE,0
357,CHI,2005,43,Gould,23,1,TRUE,1
358,CHI,2005,52,Gould,47,4,TRUE,0
359,CHI,2005,29,Gould,38,4,FALSE,1
360,CHI,2005,30,Gould,20,7,FALSE,1
361,CHI,2005,30,Gould,35,-3,TRUE,1
362,CHI,2005,33,Gould,47,0,TRUE,0
363,CHI,2005,60,Gould,28,0,TRUE,1
364,CHI,2005,15,Gould,39,0,TRUE,0
365,CHI,2005,53,Gould,37,5,TRUE,1
366,CHI,2005,10,Gould,33,7,TRUE,1
367,CHI,2005,23,Gould,39,10,TRUE,1
368,CHI,2005,30,Gould,25,4,TRUE,1
369,CHI,2005,42,Gould,36,7,TRUE,1
370,CHI,2005,17,Gould,21,0,TRUE,1
371,CHI,2005,26,Gould,40,-4,TRUE,1
372,CHI,2005,30,Gould,25,-1,TRUE,1
373,CHI,2005,52,Gould,35,2,TRUE,1
374,CHI,2005,56,Gould,43,5,TRUE,0
375,CHI,2005,13,Gould,29,-7,TRUE,1
376,CHI,2005,24,Gould,35,-3,TRUE,1
377,CHI,2005,27,Gould,29,0,TRUE,1
378,CHI,2005,45,Gould,39,10,TRUE,1
379,CHI,2005,56,Gould,44,13,TRUE,0
380,CHI,2005,36,Gould,45,7,TRUE,1
381,CHI,2005,10,Gould,22,0,FALSE,1
382,CIN,2005,22,Graham,32,4,TRUE,1
383,CIN,2005,37,Graham,23,14,TRUE,1
384,CIN,2005,25,Graham,40,14,FALSE,1
385,CIN,2005,27,Graham,29,17,FALSE,1
386,CIN,2005,55,Graham,30,34,FALSE,1
387,CIN,2005,10,Graham,33,7,TRUE,1
388,CIN,2005,11,Graham,24,0,FALSE,1
389,CIN,2005,45,Graham,42,0,FALSE,0
390,CIN,2005,55,Graham,27,0,FALSE,1
391,CIN,2005,59,Graham,46,3,FALSE,1
392,CIN,2005,38,Graham,31,-13,TRUE,1
393,CIN,2005,41,Graham,48,-10,TRUE,1
394,CIN,2005,12,Graham,52,0,TRUE,0
395,CIN,2005,38,Graham,21,-3,TRUE,1
396,CIN,2005,6,Graham,30,0,FALSE,0
397,CIN,2005,13,Graham,26,0,FALSE,1
398,CIN,2005,30,Graham,39,-4,FALSE,1
399,CIN,2005,41,Graham,48,8,FALSE,0
400,CIN,2005,11,Graham,43,-7,FALSE,1
401,CIN,2005,29,Graham,41,-18,FALSE,1
402,CIN,2005,59,Graham,44,-11,FALSE,1
403,CIN,2005,15,Graham,26,0,FALSE,1
404,CIN,2005,39,Graham,31,31,FALSE,1
405,CIN,2005,34,Graham,30,4,TRUE,1
406,CIN,2005,23,Graham,21,-7,FALSE,1
407,CIN,2005,30,Graham,27,-4,FALSE,1
408,CIN,2005,60,Graham,37,0,FALSE,1
409,CIN,2005,4,Graham,28,0,FALSE,1
410,CIN,2005,59,Graham,33,21,FALSE,1
411,CIN,2005,41,Graham,31,1,FALSE,1
412,CIN,2005,53,Graham,27,-3,FALSE,1
413,CIN,2005,13,Graham,49,-3,TRUE,1
414,CIN,2005,9,Graham,23,0,FALSE,1
415,WAS,2005,15,Hall,45,7,FALSE,0
416,WAS,2005,27,Hall,38,0,FALSE,1
417,WAS,2005,23,Hall,40,0,TRUE,1
418,WAS,2005,29,Hall,43,3,TRUE,1
419,WAS,2005,43,Hall,19,-1,TRUE,1
420,WAS,2005,18,Hall,24,-7,TRUE,1
421,WAS,2005,12,Hall,33,-7,TRUE,1
422,WAS,2005,29,Hall,40,-11,TRUE,1
423,WAS,2005,22,Hall,24,4,TRUE,1
424,WAS,2005,30,Hall,45,7,TRUE,1
425,WAS,2005,10,Hall,38,0,TRUE,1
426,WAS,2005,60,Hall,53,0,TRUE,0
427,WAS,2005,15,Hall,41,0,TRUE,1
428,WAS,2005,29,Hall,25,-10,TRUE,1
429,WAS,2005,25,Hall,47,11,TRUE,1
430,WAS,2005,21,Hall,26,0,FALSE,1
431,WAS,2005,52,Hall,36,-7,FALSE,0
432,DET,2005,37,Hanson,21,4,FALSE,1
433,DET,2005,19,Hanson,44,-3,TRUE,1
434,DET,2005,53,Hanson,23,-7,TRUE,1
435,DET,2005,10,Hanson,47,0,FALSE,0
436,DET,2005,45,Hanson,52,0,FALSE,1
437,DET,2005,55,Hanson,25,3,FALSE,1
438,DET,2005,16,Hanson,47,-3,TRUE,0
439,DET,2005,36,Hanson,47,-3,TRUE,1
440,DET,2005,46,Hanson,50,0,TRUE,1
441,DET,2005,4,Hanson,46,0,FALSE,0
442,DET,2005,11,Hanson,32,0,FALSE,1
443,DET,2005,47,Hanson,30,-3,FALSE,1
444,DET,2005,4,Hanson,51,0,FALSE,0
445,DET,2005,30,Hanson,26,13,FALSE,1
446,DET,2005,52,Hanson,20,12,FALSE,1
447,DET,2005,49,Hanson,50,-13,FALSE,0
448,DET,2005,7,Hanson,45,0,FALSE,1
449,DET,2005,30,Hanson,26,-11,FALSE,1
450,DET,2005,44,Hanson,28,-15,FALSE,1
451,DET,2005,4,Hanson,19,0,TRUE,1
452,DET,2005,8,Hanson,23,3,TRUE,1
453,DET,2005,40,Hanson,45,-24,FALSE,1
454,DET,2005,53,Hanson,21,-2,FALSE,1
455,DET,2005,60,Hanson,39,-2,FALSE,1
456,OAK,2005,19,Janikowski,43,-3,TRUE,0
457,OAK,2005,22,Janikowski,29,-7,TRUE,1
458,OAK,2005,33,Janikowski,50,-7,TRUE,0
459,OAK,2005,7,Janikowski,49,7,TRUE,0
460,OAK,2005,29,Janikowski,28,1,TRUE,1
461,OAK,2005,48,Janikowski,26,-10,TRUE,1
462,OAK,2005,55,Janikowski,37,-7,TRUE,0
463,OAK,2005,8,Janikowski,30,0,TRUE,1
464,OAK,2005,37,Janikowski,23,7,TRUE,1
465,OAK,2005,50,Janikowski,49,7,TRUE,1
466,OAK,2005,56,Janikowski,43,3,TRUE,1
467,OAK,2005,16,Janikowski,25,-7,TRUE,1
468,OAK,2005,9,Janikowski,22,7,TRUE,1
469,OAK,2005,44,Janikowski,32,2,TRUE,1
470,OAK,2005,7,Janikowski,32,0,TRUE,1
471,OAK,2005,16,Janikowski,49,3,TRUE,1
472,OAK,2005,30,Janikowski,48,0,TRUE,1
473,OAK,2005,28,Janikowski,45,-10,TRUE,0
474,OAK,2005,48,Janikowski,40,-16,TRUE,1
475,OAK,2005,15,Janikowski,30,-7,TRUE,1
476,OAK,2005,28,Janikowski,45,-7,TRUE,0
477,OAK,2005,52,Janikowski,25,-3,TRUE,1
478,OAK,2005,59,Janikowski,19,0,TRUE,1
479,OAK,2005,4,Janikowski,37,0,TRUE,1
480,OAK,2005,30,Janikowski,61,-7,TRUE,0
481,OAK,2005,30,Janikowski,42,-6,FALSE,1
482,OAK,2005,33,Janikowski,29,-3,FALSE,0
483,OAK,2005,19,Janikowski,51,0,TRUE,0
484,OAK,2005,57,Janikowski,46,1,TRUE,0
485,OAK,2005,46,Janikowski,43,-22,TRUE,1
486,SD,2005,45,Kaeding,33,0,TRUE,1
487,SD,2005,55,Kaeding,42,-3,TRUE,1
488,SD,2005,56,Kaeding,44,19,TRUE,1
489,SD,2005,9,Kaeding,42,0,TRUE,1
490,SD,2005,56,Kaeding,21,14,TRUE,1
491,SD,2005,34,Kaeding,34,-7,TRUE,1
492,SD,2005,42,Kaeding,32,-4,TRUE,1
493,SD,2005,49,Kaeding,41,-1,TRUE,1
494,SD,2005,20,Kaeding,32,7,TRUE,1
495,SD,2005,39,Kaeding,33,17,TRUE,1
496,SD,2005,50,Kaeding,34,4,TRUE,1
497,SD,2005,58,Kaeding,40,4,TRUE,0
498,SD,2005,52,Kaeding,18,8,FALSE,1
499,SD,2005,41,Kaeding,28,25,TRUE,1
500,SD,2005,46,Kaeding,38,28,TRUE,1
501,SD,2005,4,Kaeding,42,0,TRUE,0
502,SD,2005,34,Kaeding,46,-3,TRUE,0
503,SD,2005,46,Kaeding,48,-10,TRUE,1
504,SD,2005,7,Kaeding,41,-3,TRUE,1
505,SD,2005,47,Kaeding,32,14,TRUE,1
506,SD,2005,14,Kaeding,36,7,FALSE,1
507,SD,2005,30,Kaeding,20,10,FALSE,1
508,SD,2005,36,Kaeding,48,13,FALSE,1
509,SD,2005,54,Kaeding,49,-1,FALSE,1
510,CAR,2005,54,Kasay,39,-6,TRUE,1
511,CAR,2005,59,Kasay,46,-3,TRUE,1
512,CAR,2005,26,Kasay,51,0,TRUE,1
513,CAR,2005,33,Kasay,52,10,TRUE,1
514,CAR,2005,8,Kasay,52,-7,TRUE,1
515,CAR,2005,18,Kasay,32,0,TRUE,1
516,CAR,2005,38,Kasay,38,16,TRUE,1
517,CAR,2005,10,Kasay,46,0,TRUE,1
518,CAR,2005,30,Kasay,53,-7,TRUE,0
519,CAR,2005,30,Kasay,62,-7,TRUE,0
520,CAR,2005,29,Kasay,52,0,FALSE,0
521,CAR,2005,10,Kasay,56,7,TRUE,0
522,CAR,2005,21,Kasay,44,7,TRUE,1
523,CAR,2005,6,Kasay,30,0,TRUE,1
