p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Marcus Johansson,Center,Forward,30,Minnesota Wild,1130,Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,1003,413
Olli Maatta,Defenseman,Defenseman,26,Los Angeles Kings,1239,Slater Koekkoek,Defenseman,Defenseman,0,No team,715,416
Evander Kane,Left Wing,Forward,28,San Jose Sharks,1367,Tomas Hertl,Center,Forward,28,San Jose Sharks,935,417
Mike Green,Defenseman,Defenseman,0,No team,1105,Patrik Nemeth,Defenseman,Defenseman,17,Detroit Red Wings,1469,419
Brock Nelson,Center,Forward,2,New York Islanders,1524,Josh Bailey,Right Wing,Forward,2,New York Islanders,1202,419
Adrian Kempe,Center,Forward,26,Los Angeles Kings,1178,Austin Wagner,Left Wing,Forward,26,Los Angeles Kings,774,419
Andreas Johnsson,Left Wing,Forward,1,New Jersey Devils,697,William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1310,420
Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,1113,Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,421
Anton Stralman,Defenseman,Defenseman,13,Florida Panthers,1477,Mike Matheson,Defenseman,Defenseman,5,Pittsburgh Penguins,1121,421
Alex Pietrangelo,Defenseman,Defenseman,54,Vegas Golden Knights,1895,Justin Faulk,Defenseman,Defenseman,19,St. Louis Blues,1461,422
Pierre-Luc Dubois,Center,Forward,29,Columbus Blue Jackets,1473,Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,916,423
Austin Watson,Left Wing,Forward,9,Ottawa Senators,660,Colton Sissons,Center,Forward,18,Nashville Predators,868,423
Shea Theodore,Defenseman,Defenseman,54,Vegas Golden Knights,1767,Nick Holden,Defenseman,Defenseman,54,Vegas Golden Knights,1171,423
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1389,James van Riemsdyk,Left Wing,Forward,4,Philadelphia Flyers,1036,426
Zach Parise,Left Wing,Forward,30,Minnesota Wild,1256,Mikko Koivu,Center,Forward,29,Columbus Blue Jackets,856,426
Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1059,Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1509,428
Nazem Kadri,Center,Forward,21,Colorado Avalanche,925,Andre Burakovsky,Left Wing,Forward,21,Colorado Avalanche,955,429
Luke Kunin,Center,Forward,18,Nashville Predators,1070,Joel Eriksson Ek,Center,Forward,30,Minnesota Wild,1018,433
Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,1268,Jakub Vrana,Left Wing,Forward,15,Washington Capitals,1076,433
Anders Bjork,Left Wing,Forward,6,Boston Bruins,768,Charlie Coyle,Center,Forward,6,Boston Bruins,1206,433
James Neal,Left Wing,Forward,22,Edmonton Oilers,934,Connor McDavid,Center,Forward,22,Edmonton Oilers,1516,434
Ondrej Kase,Right Wing,Forward,6,Boston Bruins,978,Sam Steel,Center,Forward,24,Anaheim Ducks,1150,434
Patrik Laine,Right Wing,Forward,52,Winnipeg Jets,1384,Blake Wheeler,Right Wing,Forward,52,Winnipeg Jets,1441,434
Kyle Palmieri,Right Wing,Forward,1,New Jersey Devils,1251,Taylor Hall,Left Wing,Forward,7,Buffalo Sabres,1336,434
Colin White,Center,Forward,9,Ottawa Senators,991,Tyler Ennis,Center,Forward,22,Edmonton Oilers,1045,435
Jay Beagle,Center,Forward,23,Vancouver Canucks,707,Tim Schaller,Left Wing,Forward,0,No team,663,436
Keith Yandle,Defenseman,Defenseman,13,Florida Panthers,1447,Aaron Ekblad,Defenseman,Defenseman,13,Florida Panthers,1715,437
Gustav Nyquist,Center,Forward,29,Columbus Blue Jackets,1394,Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,916,439
Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,1256,Nick Schmaltz,Center,Forward,53,Arizona Coyotes,1172,440
Tyler Bozak,Center,Forward,19,St. Louis Blues,1050,Robert Thomas,Center,Forward,19,St. Louis Blues,978,440
Filip Forsberg,Left Wing,Forward,18,Nashville Predators,1125,Ryan Johansen,Center,Forward,18,Nashville Predators,1240,442
Mike Hoffman,Left Wing,Forward,0,No team,1218,Aleksander Barkov,Center,Forward,13,Florida Panthers,1510,442
Thomas Chabot,Defenseman,Defenseman,9,Ottawa Senators,2051,Nikita Zaitsev,Defenseman,Defenseman,9,Ottawa Senators,1353,444
Jordie Benn,Defenseman,Defenseman,23,Vancouver Canucks,821,Troy Stecher,Defenseman,Defenseman,17,Detroit Red Wings,1107,444
Eric Staal,Center,Forward,7,Buffalo Sabres,1212,Zach Parise,Left Wing,Forward,30,Minnesota Wild,1256,445
Zach Sanford,Left Wing,Forward,19,St. Louis Blues,831,Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1681,446
Zdeno Chara,Defenseman,Defenseman,0,No team,1462,Brandon Carlo,Defenseman,Defenseman,6,Boston Bruins,1416,446
Evander Kane,Left Wing,Forward,28,San Jose Sharks,1367,Kevin Labanc,Right Wing,Forward,28,San Jose Sharks,1221,447
Tyler Bertuzzi,Left Wing,Forward,17,Detroit Red Wings,1416,Robby Fabbri,Center,Forward,17,Detroit Red Wings,1075,448
Austin Wagner,Left Wing,Forward,26,Los Angeles Kings,774,Blake Lizotte,Center,Forward,26,Los Angeles Kings,938,448
Milan Lucic,Left Wing,Forward,20,Calgary Flames,952,Dillon Dube,Center,Forward,20,Calgary Flames,599,448
Marcus Foligno,Left Wing,Forward,30,Minnesota Wild,874,Joel Eriksson Ek,Center,Forward,30,Minnesota Wild,1018,449
Jamie Benn,Left Wing,Forward,25,Dallas Stars,1219,Alexander Radulov,Right Wing,Forward,25,Dallas Stars,1113,449
Blake Coleman,Center,Forward,14,Tampa Bay Lightning,1106,Nikita Gusev,Left Wing,Forward,1,New Jersey Devils,1044,451
Mikael Granlund,Center,Forward,0,No team,1187,Filip Forsberg,Left Wing,Forward,18,Nashville Predators,1125,451
Matt Nieto,Left Wing,Forward,28,San Jose Sharks,1006,Pierre-Edouard Bellemare,Center,Forward,21,Colorado Avalanche,989,451
Alexander Edler,Defenseman,Defenseman,23,Vancouver Canucks,1358,Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1570,453
Kirby Dach,Center,Forward,16,Chicago Blackhawks,953,Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1296,455
Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1829,Kailer Yamamoto,Right Wing,Forward,22,Edmonton Oilers,484,456
Cam Fowler,Defenseman,Defenseman,24,Anaheim Ducks,1494,Erik Gudbranson,Defenseman,Defenseman,9,Ottawa Senators,1056,456
Andy Greene,Defenseman,Defenseman,0,No team,1274,P.K. Subban,Defenseman,Defenseman,1,New Jersey Devils,1584,458
Justin Braun,Defenseman,Defenseman,4,Philadelphia Flyers,1088,Travis Sanheim,Defenseman,Defenseman,4,Philadelphia Flyers,1434,460
Nikita Zadorov,Defenseman,Defenseman,16,Chicago Blackhawks,1184,Ian Cole,Defenseman,Defenseman,21,Colorado Avalanche,1169,463
Oskar Sundqvist,Center,Forward,19,St. Louis Blues,820,Ivan Barbashev,Center,Forward,19,St. Louis Blues,932,464
Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1053,Cedric Paquette,Center,Forward,14,Tampa Bay Lightning,887,465
Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1602,Zach Hyman,Left Wing,Forward,10,Toronto Maple Leafs,989,467
Brent Burns,Defenseman,Defenseman,28,San Jose Sharks,1968,Radim Simek,Defenseman,Defenseman,28,San Jose Sharks,872,467
Nathan MacKinnon,Center,Forward,21,Colorado Avalanche,1631,Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,1075,468
Anthony Beauvillier,Left Wing,Forward,2,New York Islanders,1389,Derick Brassard,Center,Forward,0,No team,942,469
Keith Yandle,Defenseman,Defenseman,13,Florida Panthers,1447,Josh Brown,Defenseman,Defenseman,9,Ottawa Senators,788,469
Kyle Okposo,Right Wing,Forward,7,Buffalo Sabres,670,Zemgus Girgensons,Center,Forward,7,Buffalo Sabres,968,470
Adrian Kempe,Center,Forward,26,Los Angeles Kings,1178,Blake Lizotte,Center,Forward,26,Los Angeles Kings,938,472
Colton Sceviour,Center,Forward,5,Pittsburgh Penguins,924,Noel Acciari,Center,Forward,13,Florida Panthers,1115,472
Mikael Backlund,Center,Forward,20,Calgary Flames,1341,Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,968,473
Zach Aston-Reese,Center,Forward,5,Pittsburgh Penguins,847,Brandon Tanev,Left Wing,Forward,5,Pittsburgh Penguins,1095,474
James Neal,Left Wing,Forward,22,Edmonton Oilers,934,Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1436,475
Sean Couturier,Center,Forward,4,Philadelphia Flyers,1522,Oskar Lindblom,Left Wing,Forward,4,Philadelphia Flyers,578,475
William Carrier,Left Wing,Forward,54,Vegas Golden Knights,729,Ryan Reaves,Right Wing,Forward,54,Vegas Golden Knights,774,476
Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1316,Adam Henrique,Center,Forward,24,Anaheim Ducks,1346,477
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1250,Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1306,480
Craig Smith,Right Wing,Forward,6,Boston Bruins,941,Rocco Grimaldi,Right Wing,Forward,18,Nashville Predators,856,481
Nick Foligno,Left Wing,Forward,29,Columbus Blue Jackets,1401,Boone Jenner,Center,Forward,29,Columbus Blue Jackets,1360,481
Dmitry Kulikov,Defenseman,Defenseman,1,New Jersey Devils,1023,Neal Pionk,Defenseman,Defenseman,52,Winnipeg Jets,1726,482
Jake Gardiner,Defenseman,Defenseman,12,Carolina Hurricanes,1194,Brett Pesce,Defenseman,Defenseman,12,Carolina Hurricanes,1405,482
Lars Eller,Center,Forward,15,Washington Capitals,1261,Carl Hagelin,Left Wing,Forward,15,Washington Capitals,833,482
Matt Duchene,Center,Forward,18,Nashville Predators,1222,Filip Forsberg,Left Wing,Forward,18,Nashville Predators,1125,486
Kyle Okposo,Right Wing,Forward,7,Buffalo Sabres,670,Johan Larsson,Center,Forward,53,Arizona Coyotes,935,487
Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,1420,Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1169,489
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,1206,Marcus Sorensen,Left Wing,Forward,28,San Jose Sharks,937,491
Ryan Johansen,Center,Forward,18,Nashville Predators,1240,Calle Jarnkrok,Center,Forward,18,Nashville Predators,1077,492
Chris Tierney,Center,Forward,9,Ottawa Senators,1320,Connor Brown,Right Wing,Forward,9,Ottawa Senators,1518,492
John Marino,Defenseman,Defenseman,5,Pittsburgh Penguins,1218,Marcus Pettersson,Defenseman,Defenseman,5,Pittsburgh Penguins,1420,494
Noah Hanifin,Defenseman,Defenseman,20,Calgary Flames,1520,Rasmus Andersson,Defenseman,Defenseman,20,Calgary Flames,1459,495
Nino Niederreiter,Right Wing,Forward,12,Carolina Hurricanes,1059,Teuvo Teravainen,Left Wing,Forward,12,Carolina Hurricanes,1368,497
Jonas Siegenthaler,Defenseman,Defenseman,15,Washington Capitals,1024,Radko Gudas,Defenseman,Defenseman,13,Florida Panthers,1074,497
Mark Borowiecki,Defenseman,Defenseman,18,Nashville Predators,983,Dylan DeMelo,Defenseman,Defenseman,52,Winnipeg Jets,1230,501
Travis Zajac,Center,Forward,1,New Jersey Devils,1216,Nikita Gusev,Left Wing,Forward,1,New Jersey Devils,1044,503
Brandon Saad,Left Wing,Forward,21,Colorado Avalanche,1094,Jonathan Toews,Center,Forward,16,Chicago Blackhawks,1540,506
Joel Eriksson Ek,Center,Forward,30,Minnesota Wild,1018,Jordan Greenway,Left Wing,Forward,30,Minnesota Wild,984,508
Matt Calvert,Left Wing,Forward,21,Colorado Avalanche,743,Pierre-Edouard Bellemare,Center,Forward,21,Colorado Avalanche,989,509
Joel Armia,Right Wing,Forward,8,Montréal Canadiens,1092,Max Domi,Center,Forward,29,Columbus Blue Jackets,1394,509
Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,1290,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,1256,509
Andrew Cogliano,Center,Forward,25,Dallas Stars,859,Radek Faksa,Center,Forward,25,Dallas Stars,1082,513
Troy Stecher,Defenseman,Defenseman,17,Detroit Red Wings,1107,Alexander Edler,Defenseman,Defenseman,23,Vancouver Canucks,1358,514
Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1288,Chris Kreider,Left Wing,Forward,3,New York Rangers,1093,514
Connor Brown,Right Wing,Forward,9,Ottawa Senators,1518,Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1566,516
Jamie Oleksiak,Defenseman,Defenseman,25,Dallas Stars,1110,Miro Heiskanen,Defenseman,Defenseman,25,Dallas Stars,1744,517
Tyler Bertuzzi,Left Wing,Forward,17,Detroit Red Wings,1416,Anthony Mantha,Right Wing,Forward,17,Detroit Red Wings,881,517
Christian Dvorak,Center,Forward,53,Arizona Coyotes,1248,Conor Garland,Right Wing,Forward,53,Arizona Coyotes,999,517
Marc Staal,Defenseman,Defenseman,17,Detroit Red Wings,933,Tony DeAngelo,Defenseman,Defenseman,3,New York Rangers,1440,518
Kyle Palmieri,Right Wing,Forward,1,New Jersey Devils,1251,Jack Hughes,Center,Forward,1,New Jersey Devils,1150,519
Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1136,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1394,521
Ben Hutton,Defenseman,Defenseman,0,No team,1194,Matt Roy,Defenseman,Defenseman,26,Los Angeles Kings,1294,524
Ryan Dzingel,Center,Forward,12,Carolina Hurricanes,937,Martin Necas,Center,Forward,12,Carolina Hurricanes,987,525
Max Jones,Left Wing,Forward,24,Anaheim Ducks,967,Sam Steel,Center,Forward,24,Anaheim Ducks,1150,525
Warren Foegele,Left Wing,Forward,12,Carolina Hurricanes,944,Jordan Staal,Center,Forward,12,Carolina Hurricanes,1250,526
Justin Schultz,Defenseman,Defenseman,15,Washington Capitals,1045,Marcus Pettersson,Defenseman,Defenseman,5,Pittsburgh Penguins,1420,526
Tomas Nosek,Left Wing,Forward,54,Vegas Golden Knights,805,Ryan Reaves,Right Wing,Forward,54,Vegas Golden Knights,774,527
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,1206,Kevin Labanc,Right Wing,Forward,28,San Jose Sharks,1221,529
Kyle Connor,Left Wing,Forward,52,Winnipeg Jets,1618,Blake Wheeler,Right Wing,Forward,52,Winnipeg Jets,1441,532
Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1566,Anthony Duclair,Left Wing,Forward,0,No team,1154,533
Andrew Cogliano,Center,Forward,25,Dallas Stars,859,Blake Comeau,Left Wing,Forward,25,Dallas Stars,866,533
Zach Sanford,Left Wing,Forward,19,St. Louis Blues,831,David Perron,Left Wing,Forward,19,St. Louis Blues,1475,537
Zack Kassian,Right Wing,Forward,22,Edmonton Oilers,933,Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1829,537
Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1194,Jack Roslovic,Center,Forward,52,Winnipeg Jets,1063,537
Ryan Graves,Defenseman,Defenseman,21,Colorado Avalanche,1384,Cale Makar,Defenseman,Defenseman,21,Colorado Avalanche,1303,538
Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,1290,Derek Stepan,Center,Forward,53,Arizona Coyotes,1370,538
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1169,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1394,538
T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1378,Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,1268,539
Jeff Carter,Center,Forward,26,Los Angeles Kings,1091,Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1231,541
Taylor Hall,Left Wing,Forward,7,Buffalo Sabres,1336,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1248,546
Andreas Johnsson,Left Wing,Forward,1,New Jersey Devils,697,Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1602,547
J.T. Miller,Center,Forward,23,Vancouver Canucks,1586,Bo Horvat,Center,Forward,23,Vancouver Canucks,1502,547
Chris Wagner,Right Wing,Forward,6,Boston Bruins,859,Sean Kuraly,Center,Forward,6,Boston Bruins,959,548
Mika Zibanejad,Center,Forward,3,New York Rangers,1311,Artemi Panarin,Left Wing,Forward,3,New York Rangers,1568,550
Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1316,Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,1440,551
Jake Muzzin,Defenseman,Defenseman,10,Toronto Maple Leafs,1165,Justin Holl,Defenseman,Defenseman,10,Toronto Maple Leafs,1334,551
Zach Parise,Left Wing,Forward,30,Minnesota Wild,1256,Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1063,553
Rocco Grimaldi,Right Wing,Forward,18,Nashville Predators,856,Nick Bonino,Center,Forward,30,Minnesota Wild,1187,553
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1389,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,1174,555
Tom Wilson,Right Wing,Forward,15,Washington Capitals,1389,Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,1268,557
Derek Stepan,Center,Forward,53,Arizona Coyotes,1370,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,1256,557
Nicklas Backstrom,Center,Forward,15,Washington Capitals,1290,Tom Wilson,Right Wing,Forward,15,Washington Capitals,1389,558
Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,1165,Artemi Panarin,Left Wing,Forward,3,New York Rangers,1568,558
Filip Hronek,Defenseman,Defenseman,17,Detroit Red Wings,1636,Patrik Nemeth,Defenseman,Defenseman,17,Detroit Red Wings,1469,561
Jonathan Toews,Center,Forward,16,Chicago Blackhawks,1540,Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,979,561
Johnny Boychuk,Defenseman,Defenseman,2,New York Islanders,1157,Nick Leddy,Defenseman,Defenseman,2,New York Islanders,1357,562
David Krejci,Center,Forward,6,Boston Bruins,1194,Jake DeBrusk,Left Wing,Forward,6,Boston Bruins,1062,564
Morgan Rielly,Defenseman,Defenseman,10,Toronto Maple Leafs,1267,Cody Ceci,Defenseman,Defenseman,5,Pittsburgh Penguins,1227,565
Sean Couturier,Center,Forward,4,Philadelphia Flyers,1522,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,1174,566
Jeff Petry,Defenseman,Defenseman,8,Montréal Canadiens,1826,Brett Kulak,Defenseman,Defenseman,8,Montréal Canadiens,960,566
Riley Sheahan,Center,Forward,0,No team,875,Josh Archibald,Right Wing,Forward,22,Edmonton Oilers,853,568
Radek Faksa,Center,Forward,25,Dallas Stars,1082,Blake Comeau,Left Wing,Forward,25,Dallas Stars,866,571
Nicolas Deslauriers,Left Wing,Forward,24,Anaheim Ducks,628,Carter Rowney,Center,Forward,24,Anaheim Ducks,949,572
Milan Lucic,Left Wing,Forward,20,Calgary Flames,952,Derek Ryan,Center,Forward,20,Calgary Flames,1022,572
Gustav Nyquist,Center,Forward,29,Columbus Blue Jackets,1394,Boone Jenner,Center,Forward,29,Columbus Blue Jackets,1360,573
Derek Grant,Center,Forward,24,Anaheim Ducks,844,Carter Rowney,Center,Forward,24,Anaheim Ducks,949,574
Adam Pelech,Defenseman,Defenseman,2,New York Islanders,847,Ryan Pulock,Defenseman,Defenseman,2,New York Islanders,1634,576
Pierre-Luc Dubois,Center,Forward,29,Columbus Blue Jackets,1473,Gustav Nyquist,Center,Forward,29,Columbus Blue Jackets,1394,583
Travis Sanheim,Defenseman,Defenseman,4,Philadelphia Flyers,1434,Philippe Myers,Defenseman,Defenseman,4,Philadelphia Flyers,865,583
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,875,Cedric Paquette,Center,Forward,14,Tampa Bay Lightning,887,586
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,Dylan Strome,Center,Forward,16,Chicago Blackhawks,950,586
Adam Larsson,Defenseman,Defenseman,22,Edmonton Oilers,1008,Oscar Klefbom,Defenseman,Defenseman,22,Edmonton Oilers,1668,586
Zach Hyman,Left Wing,Forward,10,Toronto Maple Leafs,989,Mitchell Marner,Right Wing,Forward,10,Toronto Maple Leafs,1468,587
Teuvo Teravainen,Left Wing,Forward,12,Carolina Hurricanes,1368,Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1306,588
Nick Bonino,Center,Forward,30,Minnesota Wild,1187,Craig Smith,Right Wing,Forward,6,Boston Bruins,941,596
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1389,Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,1300,596
Brenden Dillon,Defenseman,Defenseman,15,Washington Capitals,1350,Brent Burns,Defenseman,Defenseman,28,San Jose Sharks,1968,596
Anton Stralman,Defenseman,Defenseman,13,Florida Panthers,1477,Riley Stillman,Defenseman,Defenseman,13,Florida Panthers,670,602
Evander Kane,Left Wing,Forward,28,San Jose Sharks,1367,Logan Couture,Center,Forward,28,San Jose Sharks,1064,609
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1586,Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,1268,609
Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,1165,Ryan Strome,Center,Forward,3,New York Rangers,1462,610
Jake McCabe,Defenseman,Defenseman,7,Buffalo Sabres,1240,Rasmus Ristolainen,Defenseman,Defenseman,7,Buffalo Sabres,1663,618
Paul Stastny,Center,Forward,52,Winnipeg Jets,1338,Mark Stone,Right Wing,Forward,54,Vegas Golden Knights,1449,618
Ryan Johansen,Center,Forward,18,Nashville Predators,1240,Viktor Arvidsson,Right Wing,Forward,18,Nashville Predators,1005,619
Brett Connolly,Right Wing,Forward,13,Florida Panthers,1035,Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1107,620
Gabriel Landeskog,Left Wing,Forward,21,Colorado Avalanche,1188,Mikko Rantanen,Right Wing,Forward,21,Colorado Avalanche,875,623
Teddy Blueger,Center,Forward,5,Pittsburgh Penguins,1208,Zach Aston-Reese,Center,Forward,5,Pittsburgh Penguins,847,624
Jonathan Toews,Center,Forward,16,Chicago Blackhawks,1540,Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,624
Dylan Strome,Center,Forward,16,Chicago Blackhawks,950,Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1296,626
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1586,T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1378,627
John Tavares,Center,Forward,10,Toronto Maple Leafs,1420,Mitchell Marner,Right Wing,Forward,10,Toronto Maple Leafs,1468,627
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1389,Sean Couturier,Center,Forward,4,Philadelphia Flyers,1522,628
Thomas Chabot,Defenseman,Defenseman,9,Ottawa Senators,2051,Ron Hainsey,Defenseman,Defenseman,0,No team,1372,633
Elias Lindholm,Center,Forward,20,Calgary Flames,1531,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1429,634
Alexander Radulov,Right Wing,Forward,25,Dallas Stars,1113,Tyler Seguin,Center,Forward,25,Dallas Stars,1564,635
Adam Henrique,Center,Forward,24,Anaheim Ducks,1346,Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,1315,635
Blake Wheeler,Right Wing,Forward,52,Winnipeg Jets,1441,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1194,636
Mika Zibanejad,Center,Forward,3,New York Rangers,1311,Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1288,636
Matt Duchene,Center,Forward,18,Nashville Predators,1222,Mikael Granlund,Center,Forward,0,No team,1187,636
William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1310,John Tavares,Center,Forward,10,Toronto Maple Leafs,1420,640
Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1467,Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1566,642
Mika Zibanejad,Center,Forward,3,New York Rangers,1311,Chris Kreider,Left Wing,Forward,3,New York Rangers,1093,644
Mikael Backlund,Center,Forward,20,Calgary Flames,1341,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1429,644
Joel Edmundson,Defenseman,Defenseman,8,Montréal Canadiens,1282,Brett Pesce,Defenseman,Defenseman,12,Carolina Hurricanes,1405,645
Jay Bouwmeester,Defenseman,Defenseman,0,No team,1244,Colton Parayko,Defenseman,Defenseman,19,St. Louis Blues,1576,648
Johan Larsson,Center,Forward,53,Arizona Coyotes,935,Zemgus Girgensons,Center,Forward,7,Buffalo Sabres,968,650
Max Pacioretty,Left Wing,Forward,54,Vegas Golden Knights,1443,Paul Stastny,Center,Forward,52,Winnipeg Jets,1338,651
Josh Manson,Defenseman,Defenseman,24,Anaheim Ducks,1057,Hampus Lindholm,Defenseman,Defenseman,24,Anaheim Ducks,1366,653
Michal Kempny,Defenseman,Defenseman,15,Washington Capitals,1095,John Carlson,Defenseman,Defenseman,15,Washington Capitals,1928,653
Dylan Larkin,Center,Forward,17,Detroit Red Wings,1655,Robby Fabbri,Center,Forward,17,Detroit Red Wings,1075,653
Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1136,Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,1420,656
Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,968,Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1429,659
Aaron Ekblad,Defenseman,Defenseman,13,Florida Panthers,1715,MacKenzie Weegar,Defenseman,Defenseman,13,Florida Panthers,939,659
William Karlsson,Center,Forward,54,Vegas Golden Knights,1309,Jonathan Marchessault,Center,Forward,54,Vegas Golden Knights,1279,663
Jack Johnson,Defenseman,Defenseman,3,New York Rangers,1342,Kris Letang,Defenseman,Defenseman,5,Pittsburgh Penguins,1721,670
Erik Johnson,Defenseman,Defenseman,21,Colorado Avalanche,1325,Samuel Girard,Defenseman,Defenseman,21,Colorado Avalanche,1554,673
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1646,Alex DeBrincat,Left Wing,Forward,16,Chicago Blackhawks,1296,681
T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1378,Jakub Vrana,Left Wing,Forward,15,Washington Capitals,1076,684
Mark Giordano,Defenseman,Defenseman,20,Calgary Flames,1591,TJ Brodie,Defenseman,Defenseman,10,Toronto Maple Leafs,1430,685
Nicklas Backstrom,Center,Forward,15,Washington Capitals,1290,T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1378,687
Anthony Mantha,Right Wing,Forward,17,Detroit Red Wings,881,Dylan Larkin,Center,Forward,17,Detroit Red Wings,1655,688
Eric Staal,Center,Forward,7,Buffalo Sabres,1212,Mats Zuccarello,Right Wing,Forward,30,Minnesota Wild,1071,688
Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1467,Connor Brown,Right Wing,Forward,9,Ottawa Senators,1518,695
Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1509,Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1306,697
Travis Hamonic,Defenseman,Defenseman,0,No team,1130,Noah Hanifin,Defenseman,Defenseman,20,Calgary Flames,1520,699
Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,1315,Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1316,700
Torey Krug,Defenseman,Defenseman,19,St. Louis Blues,1432,Brandon Carlo,Defenseman,Defenseman,6,Boston Bruins,1416,705
