p1name,p1pos,p1type,p1team,p1teamname,p1icetime,p2name,p2pos,p2type,p2team,p2teamname,p2icetime,time
Justin Schultz,Defenseman,Defenseman,15,Washington Capitals,1106,Brenden Dillon,Defenseman,Defenseman,15,Washington Capitals,1216,255
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,Barclay Goodrow,Center,Forward,14,Tampa Bay Lightning,1277,256
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1088,Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1050,256
Connor McDavid,Center,Forward,22,Edmonton Oilers,1491,Kailer Yamamoto,Right Wing,Forward,22,Edmonton Oilers,947,256
Matt Benning,Defenseman,Defenseman,18,Nashville Predators,986,Ben Harpur,Defenseman,Defenseman,18,Nashville Predators,660,256
Jakub Voracek,Right Wing,Forward,4,Philadelphia Flyers,943,Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1050,257
Kyle Palmieri,Right Wing,Forward,2,New York Islanders,1256,Pavel Zacha,Center,Forward,1,New Jersey Devils,946,258
Robert Bortuzzo,Defenseman,Defenseman,19,St. Louis Blues,625,Niko Mikkola,Defenseman,Defenseman,19,St. Louis Blues,545,258
Jeff Skinner,Left Wing,Forward,7,Buffalo Sabres,770,Curtis Lazar,Center,Forward,6,Boston Bruins,781,258
Alex Galchenyuk,Center,Forward,10,Toronto Maple Leafs,521,William Nylander,Right Wing,Forward,10,Toronto Maple Leafs,1071,259
Oliver Bjorkstrand,Right Wing,Forward,29,Columbus Blue Jackets,1116,Patrik Laine,Left Wing,Forward,29,Columbus Blue Jackets,857,259
Alex Pietrangelo,Defenseman,Defenseman,54,Vegas Golden Knights,1637,Brayden McNabb,Defenseman,Defenseman,54,Vegas Golden Knights,1023,260
Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,888,Marcus Johansson,Center,Forward,30,Minnesota Wild,689,260
Aleksander Barkov,Center,Forward,13,Florida Panthers,1281,Patric Hornqvist,Right Wing,Forward,13,Florida Panthers,875,260
J.T. Compher,Left Wing,Forward,21,Colorado Avalanche,855,Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,984,260
Yakov Trenin,Center,Forward,18,Nashville Predators,654,Mathieu Olivier,Right Wing,Forward,18,Nashville Predators,357,260
David Pastrnak,Right Wing,Forward,6,Boston Bruins,1223,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,998,260
Michael Raffl,Left Wing,Forward,15,Washington Capitals,650,Nicolas Aube-Kubel,Right Wing,Forward,4,Philadelphia Flyers,582,261
Nazem Kadri,Center,Forward,21,Colorado Avalanche,1024,Gabriel Landeskog,Left Wing,Forward,21,Colorado Avalanche,1427,262
Patrick Kane,Right Wing,Forward,16,Chicago Blackhawks,1400,Dylan Strome,Center,Forward,16,Chicago Blackhawks,667,263
Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,755,Mason Appleton,Center,Forward,52,Winnipeg Jets,971,263
Josh Anderson,Right Wing,Forward,8,Montréal Canadiens,1318,Paul Byron,Left Wing,Forward,8,Montréal Canadiens,1002,264
Mikael Granlund,Center,Forward,18,Nashville Predators,1260,Filip Forsberg,Left Wing,Forward,18,Nashville Predators,871,265
Robby Fabbri,Center,Forward,17,Detroit Red Wings,538,Anthony Mantha,Right Wing,Forward,15,Washington Capitals,1219,266
Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1508,John Tavares,Center,Forward,10,Toronto Maple Leafs,1145,267
Mark Scheifele,Center,Forward,52,Winnipeg Jets,1377,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1033,267
Ryan Strome,Center,Forward,3,New York Rangers,1074,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,724,268
Nicklas Backstrom,Center,Forward,15,Washington Capitals,1216,Anthony Mantha,Right Wing,Forward,15,Washington Capitals,1219,268
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,1184,Max Domi,Center,Forward,29,Columbus Blue Jackets,971,269
Samuel Girard,Defenseman,Defenseman,21,Colorado Avalanche,1414,Ryan Graves,Defenseman,Defenseman,21,Colorado Avalanche,1275,270
Nathan Bastian,Right Wing,Forward,1,New Jersey Devils,535,Miles Wood,Left Wing,Forward,1,New Jersey Devils,839,270
Jordan Kyrou,Center,Forward,19,St. Louis Blues,915,Brayden Schenn,Center,Forward,19,St. Louis Blues,1301,270
Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,793,Jason Zucker,Left Wing,Forward,5,Pittsburgh Penguins,740,271
Ryan McDonagh,Defenseman,Defenseman,14,Tampa Bay Lightning,1708,Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1873,271
Alexis Lafrenière,Left Wing,Forward,3,New York Rangers,809,Filip Chytil,Center,Forward,3,New York Rangers,589,271
Pavel Buchnevich,Right Wing,Forward,3,New York Rangers,1095,Alexis Lafrenière,Left Wing,Forward,3,New York Rangers,809,271
Max Comtois,Left Wing,Forward,24,Anaheim Ducks,894,Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,873,271
Tage Thompson,Right Wing,Forward,7,Buffalo Sabres,544,Casey Mittelstadt,Center,Forward,7,Buffalo Sabres,715,273
Taylor Hall,Left Wing,Forward,6,Boston Bruins,1273,Jack Eichel,Center,Forward,7,Buffalo Sabres,463,274
Vladimir Tarasenko,Right Wing,Forward,19,St. Louis Blues,519,Jaden Schwartz,Left Wing,Forward,19,St. Louis Blues,800,279
Niklas Hjalmarsson,Defenseman,Defenseman,53,Arizona Coyotes,763,Alex Goligoski,Defenseman,Defenseman,53,Arizona Coyotes,1358,279
Jack Hughes,Center,Forward,1,New Jersey Devils,1139,Andreas Johnsson,Left Wing,Forward,1,New Jersey Devils,697,280
Sebastian Aho,Center,Forward,12,Carolina Hurricanes,1520,Brock McGinn,Left Wing,Forward,12,Carolina Hurricanes,748,281
Travis Zajac,Center,Forward,2,New York Islanders,1076,Kyle Palmieri,Right Wing,Forward,2,New York Islanders,1256,281
Brendan Smith,Defenseman,Defenseman,3,New York Rangers,822,Libor Hajek,Defenseman,Defenseman,3,New York Rangers,701,282
John Tavares,Center,Forward,10,Toronto Maple Leafs,1145,Mitchell Marner,Right Wing,Forward,10,Toronto Maple Leafs,1545,282
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,942,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,282
Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1307,Teuvo Teravainen,Left Wing,Forward,12,Carolina Hurricanes,642,283
Colin Miller,Defenseman,Defenseman,7,Buffalo Sabres,879,Rasmus Dahlin,Defenseman,Defenseman,7,Buffalo Sabres,1265,284
Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,873,Troy Terry,Right Wing,Forward,24,Anaheim Ducks,724,284
Steven Stamkos,Center,Forward,14,Tampa Bay Lightning,1146,Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,285
Andy Greene,Defenseman,Defenseman,2,New York Islanders,1353,Ryan Pulock,Defenseman,Defenseman,2,New York Islanders,1861,285
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,Blake Coleman,Center,Forward,14,Tampa Bay Lightning,1369,286
Kailer Yamamoto,Right Wing,Forward,22,Edmonton Oilers,947,Ryan Nugent-Hopkins,Center,Forward,22,Edmonton Oilers,1211,287
Brendan Smith,Defenseman,Defenseman,3,New York Rangers,822,K'Andre Miller,Defenseman,Defenseman,3,New York Rangers,1206,287
Filip Chytil,Center,Forward,3,New York Rangers,589,Kaapo Kakko,Right Wing,Forward,3,New York Rangers,724,287
Owen Tippett,Right Wing,Forward,13,Florida Panthers,598,Frank Vatrano,Center,Forward,13,Florida Panthers,1005,287
Mike Hoffman,Center,Forward,19,St. Louis Blues,941,Robert Thomas,Center,Forward,19,St. Louis Blues,546,288
Sam Reinhart,Right Wing,Forward,7,Buffalo Sabres,1123,Jack Eichel,Center,Forward,7,Buffalo Sabres,463,288
Milan Lucic,Left Wing,Forward,20,Calgary Flames,763,Andrew Mangiapane,Left Wing,Forward,20,Calgary Flames,934,288
Matthew Tkachuk,Left Wing,Forward,20,Calgary Flames,1064,Dillon Dube,Center,Forward,20,Calgary Flames,697,288
Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,946,Dylan Strome,Center,Forward,16,Chicago Blackhawks,667,290
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,290
Duncan Keith,Defenseman,Defenseman,22,Edmonton Oilers,1356,Ian Mitchell,Defenseman,Defenseman,16,Chicago Blackhawks,643,291
Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,873,Max Jones,Left Wing,Forward,24,Anaheim Ducks,702,291
Derick Brassard,Center,Forward,53,Arizona Coyotes,813,Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,990,292
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,422,292
Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1030,Ryan Hartman,Right Wing,Forward,30,Minnesota Wild,888,292
Jesper Bratt,Left Wing,Forward,1,New Jersey Devils,808,Jack Hughes,Center,Forward,1,New Jersey Devils,1139,292
Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1423,Cole Caufield,Right Wing,Forward,8,Montréal Canadiens,567,293
Mike Hoffman,Center,Forward,19,St. Louis Blues,941,Brayden Schenn,Center,Forward,19,St. Louis Blues,1301,293
Alexis Lafrenière,Left Wing,Forward,3,New York Rangers,809,Mika Zibanejad,Center,Forward,3,New York Rangers,1228,293
Shea Theodore,Defenseman,Defenseman,54,Vegas Golden Knights,1710,Alex Pietrangelo,Defenseman,Defenseman,54,Vegas Golden Knights,1637,293
Frank Vatrano,Center,Forward,13,Florida Panthers,1005,Eetu Luostarinen,Center,Forward,13,Florida Panthers,612,294
Jakob Silfverberg,Right Wing,Forward,24,Anaheim Ducks,849,Danton Heinen,Left Wing,Forward,24,Anaheim Ducks,665,294
Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,990,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,970,294
Elias Lindholm,Center,Forward,20,Calgary Flames,1206,Dillon Dube,Center,Forward,20,Calgary Flames,697,294
Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1030,Victor Rask,Center,Forward,30,Minnesota Wild,967,295
Conor Garland,Right Wing,Forward,53,Arizona Coyotes,946,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,970,296
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,942,Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,297
T.J. Oshie,Right Wing,Forward,15,Washington Capitals,1160,Evgeny Kuznetsov,Center,Forward,15,Washington Capitals,813,297
Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1410,Zach Sanford,Left Wing,Forward,19,St. Louis Blues,834,297
Joel Edmundson,Defenseman,Defenseman,8,Montréal Canadiens,1659,Shea Weber,Defenseman,Defenseman,8,Montréal Canadiens,1761,297
Joel Armia,Right Wing,Forward,8,Montréal Canadiens,970,Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1423,297
Mathieu Joseph,Right Wing,Forward,14,Tampa Bay Lightning,758,Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,298
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,298
Lawson Crouse,Left Wing,Forward,53,Arizona Coyotes,746,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1118,298
Filip Hronek,Defenseman,Defenseman,17,Detroit Red Wings,1475,Patrik Nemeth,Defenseman,Defenseman,21,Colorado Avalanche,1142,298
Mathieu Perreault,Left Wing,Forward,52,Winnipeg Jets,755,Adam Lowry,Center,Forward,52,Winnipeg Jets,951,298
Michael Del Zotto,Defenseman,Defenseman,29,Columbus Blue Jackets,953,Seth Jones,Defenseman,Defenseman,29,Columbus Blue Jackets,1651,301
Brady Tkachuk,Left Wing,Forward,9,Ottawa Senators,1148,Connor Brown,Right Wing,Forward,9,Ottawa Senators,1029,302
Marcus Johansson,Center,Forward,30,Minnesota Wild,689,Kevin Fiala,Left Wing,Forward,30,Minnesota Wild,1030,302
Travis Zajac,Center,Forward,2,New York Islanders,1076,Yegor Sharangovich,Center,Forward,1,New Jersey Devils,993,302
Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,Paul Byron,Left Wing,Forward,8,Montréal Canadiens,1002,304
Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,952,Tyson Jost,Center,Forward,21,Colorado Avalanche,931,304
Tyler Johnson,Center,Forward,14,Tampa Bay Lightning,1101,Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,304
Brandon Hagel,Left Wing,Forward,16,Chicago Blackhawks,800,David Kampf,Center,Forward,16,Chicago Blackhawks,891,304
Darren Helm,Left Wing,Forward,17,Detroit Red Wings,691,Adam Erne,Left Wing,Forward,17,Detroit Red Wings,669,305
Jordan Staal,Center,Forward,12,Carolina Hurricanes,1302,Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,865,305
Shayne Gostisbehere,Defenseman,Defenseman,4,Philadelphia Flyers,849,Ivan Provorov,Defenseman,Defenseman,4,Philadelphia Flyers,1562,306
Brayden Schenn,Center,Forward,19,St. Louis Blues,1301,Vladimir Tarasenko,Right Wing,Forward,19,St. Louis Blues,519,307
Denis Gurianov,Right Wing,Forward,25,Dallas Stars,962,Jason Dickinson,Center,Forward,25,Dallas Stars,918,307
Mattias Ekholm,Defenseman,Defenseman,18,Nashville Predators,1327,Alexandre Carrier,Defenseman,Defenseman,18,Nashville Predators,576,310
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1088,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,876,310
Vincent Trocheck,Center,Forward,12,Carolina Hurricanes,1127,Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1307,310
Claude Giroux,Center,Forward,4,Philadelphia Flyers,1088,Sean Couturier,Center,Forward,4,Philadelphia Flyers,918,312
Nick Suzuki,Center,Forward,8,Montréal Canadiens,1575,Joel Armia,Right Wing,Forward,8,Montréal Canadiens,970,312
Colin Blackwell,Center,Forward,3,New York Rangers,693,Ryan Strome,Center,Forward,3,New York Rangers,1074,312
Radim Simek,Defenseman,Defenseman,28,San Jose Sharks,582,Marc-Edouard Vlasic,Defenseman,Defenseman,28,San Jose Sharks,922,312
Calle Jarnkrok,Center,Forward,18,Nashville Predators,1024,Luke Kunin,Center,Forward,18,Nashville Predators,657,313
Sam Gagner,Center,Forward,17,Detroit Red Wings,649,Vladislav Namestnikov,Center,Forward,17,Detroit Red Wings,931,315
Jake DeBrusk,Left Wing,Forward,6,Boston Bruins,761,Charlie Coyle,Center,Forward,6,Boston Bruins,1079,315
Alex Ovechkin,Left Wing,Forward,15,Washington Capitals,1064,Tom Wilson,Right Wing,Forward,15,Washington Capitals,979,316
Tyler Pitlick,Center,Forward,53,Arizona Coyotes,624,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1118,316
Jakub Vrana,Left Wing,Forward,17,Detroit Red Wings,863,Nicklas Backstrom,Center,Forward,15,Washington Capitals,1216,316
Jeff Carter,Center,Forward,5,Pittsburgh Penguins,1058,Andreas Athanasiou,Center,Forward,26,Los Angeles Kings,704,316
Corey Perry,Right Wing,Forward,8,Montréal Canadiens,994,Eric Staal,Center,Forward,8,Montréal Canadiens,1054,318
Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1050,Travis Konecny,Right Wing,Forward,4,Philadelphia Flyers,876,321
Mikhail Sergachev,Defenseman,Defenseman,14,Tampa Bay Lightning,1873,Erik Cernak,Defenseman,Defenseman,14,Tampa Bay Lightning,1391,321
Jordan Kyrou,Center,Forward,19,St. Louis Blues,915,Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1410,322
Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1372,Anthony Beauvillier,Left Wing,Forward,2,New York Islanders,1215,322
Victor Hedman,Defenseman,Defenseman,14,Tampa Bay Lightning,2204,Luke Schenn,Defenseman,Defenseman,14,Tampa Bay Lightning,556,322
Craig Smith,Center,Forward,6,Boston Bruins,1040,Charlie Coyle,Center,Forward,6,Boston Bruins,1079,323
Adam Larsson,Defenseman,Defenseman,22,Edmonton Oilers,1257,Kris Russell,Defenseman,Defenseman,22,Edmonton Oilers,692,323
Duncan Keith,Defenseman,Defenseman,22,Edmonton Oilers,1356,Connor Murphy,Defenseman,Defenseman,16,Chicago Blackhawks,1199,323
Leon Draisaitl,Center,Forward,22,Edmonton Oilers,1517,Jesse Puljujarvi,Right Wing,Forward,22,Edmonton Oilers,929,323
Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,707,Bryan Rust,Right Wing,Forward,5,Pittsburgh Penguins,1275,323
Tyler Myers,Defenseman,Defenseman,23,Vancouver Canucks,1368,Nate Schmidt,Defenseman,Defenseman,23,Vancouver Canucks,1113,324
Dominik Kubalik,Left Wing,Forward,16,Chicago Blackhawks,946,Philipp Kurashev,Center,Forward,16,Chicago Blackhawks,767,324
Evgenii Dadonov,Right Wing,Forward,9,Ottawa Senators,875,Nick Paul,Left Wing,Forward,9,Ottawa Senators,968,324
Ryan Getzlaf,Center,Forward,24,Anaheim Ducks,873,Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1070,325
Cam Atkinson,Right Wing,Forward,29,Columbus Blue Jackets,1184,Patrik Laine,Left Wing,Forward,29,Columbus Blue Jackets,857,325
Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,970,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1118,327
Jack Roslovic,Center,Forward,29,Columbus Blue Jackets,895,Patrik Laine,Left Wing,Forward,29,Columbus Blue Jackets,857,328
Kevin Shattenkirk,Defenseman,Defenseman,24,Anaheim Ducks,1274,Hampus Lindholm,Defenseman,Defenseman,24,Anaheim Ducks,412,329
Derek Grant,Center,Forward,24,Anaheim Ducks,670,Nicolas Deslauriers,Left Wing,Forward,24,Anaheim Ducks,572,329
Kevin Hayes,Center,Forward,4,Philadelphia Flyers,1050,Joel Farabee,Left Wing,Forward,4,Philadelphia Flyers,949,330
Brock Boeser,Right Wing,Forward,23,Vancouver Canucks,1209,Nils Hoglander,Left Wing,Forward,23,Vancouver Canucks,894,330
Troy Terry,Right Wing,Forward,24,Anaheim Ducks,724,Max Comtois,Left Wing,Forward,24,Anaheim Ducks,894,331
Jeff Carter,Center,Forward,5,Pittsburgh Penguins,1058,Gabriel Vilardi,Center,Forward,26,Los Angeles Kings,831,331
Timo Meier,Right Wing,Forward,28,San Jose Sharks,917,Rudolfs Balcers,Left Wing,Forward,28,San Jose Sharks,658,332
Jujhar Khaira,Left Wing,Forward,22,Edmonton Oilers,549,Josh Archibald,Right Wing,Forward,22,Edmonton Oilers,774,333
Nikita Nesterov,Defenseman,Defenseman,20,Calgary Flames,605,Juuso Valimaki,Defenseman,Defenseman,20,Calgary Flames,790,333
Tyler Toffoli,Right Wing,Forward,8,Montréal Canadiens,1423,Jesperi Kotkaniemi,Center,Forward,8,Montréal Canadiens,1163,334
Miles Wood,Left Wing,Forward,1,New Jersey Devils,839,Michael McLeod,Center,Forward,1,New Jersey Devils,734,336
Radko Gudas,Defenseman,Defenseman,13,Florida Panthers,1073,Gustav Forsling,Defenseman,Defenseman,13,Florida Panthers,1057,336
Kyle Connor,Left Wing,Forward,52,Winnipeg Jets,1350,Pierre-Luc Dubois,Left Wing,Forward,52,Winnipeg Jets,898,336
Kyle Palmieri,Right Wing,Forward,2,New York Islanders,1256,Jean-Gabriel Pageau,Center,Forward,2,New York Islanders,1372,337
Janne Kuokkanen,Left Wing,Forward,1,New Jersey Devils,757,Jack Hughes,Center,Forward,1,New Jersey Devils,1139,337
Dylan DeMelo,Defenseman,Defenseman,52,Winnipeg Jets,988,Josh Morrissey,Defenseman,Defenseman,52,Winnipeg Jets,1568,337
Devon Toews,Defenseman,Defenseman,21,Colorado Avalanche,1657,Ryan Graves,Defenseman,Defenseman,21,Colorado Avalanche,1275,338
Ryan Carpenter,Center,Forward,16,Chicago Blackhawks,531,David Kampf,Center,Forward,16,Chicago Blackhawks,891,338
David Pastrnak,Right Wing,Forward,6,Boston Bruins,1223,David Krejci,Center,Forward,6,Boston Bruins,1277,338
Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,707,Kasperi Kapanen,Right Wing,Forward,5,Pittsburgh Penguins,793,341
Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,Anthony Cirelli,Center,Forward,14,Tampa Bay Lightning,1415,342
Luke Glendening,Center,Forward,17,Detroit Red Wings,801,Adam Erne,Left Wing,Forward,17,Detroit Red Wings,669,342
Ryan Johansen,Center,Forward,18,Nashville Predators,979,Eeli Tolvanen,Right Wing,Forward,18,Nashville Predators,719,342
Joonas Donskoi,Right Wing,Forward,21,Colorado Avalanche,952,Valeri Nichushkin,Right Wing,Forward,21,Colorado Avalanche,984,344
Charlie Coyle,Center,Forward,6,Boston Bruins,1079,Nick Ritchie,Left Wing,Forward,6,Boston Bruins,998,344
Ondrej Palat,Left Wing,Forward,14,Tampa Bay Lightning,1434,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1473,346
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,695,Auston Matthews,Center,Forward,10,Toronto Maple Leafs,1508,348
Andrei Svechnikov,Right Wing,Forward,12,Carolina Hurricanes,1307,Jesper Fast,Right Wing,Forward,12,Carolina Hurricanes,865,349
Mika Zibanejad,Center,Forward,3,New York Rangers,1228,Artemi Panarin,Left Wing,Forward,3,New York Rangers,908,350
Sean Walker,Defenseman,Defenseman,26,Los Angeles Kings,907,Olli Maatta,Defenseman,Defenseman,26,Los Angeles Kings,689,351
Nick Foligno,Left Wing,Forward,10,Toronto Maple Leafs,950,Boone Jenner,Center,Forward,29,Columbus Blue Jackets,738,351
Marco Scandella,Defenseman,Defenseman,19,St. Louis Blues,1079,Justin Faulk,Defenseman,Defenseman,19,St. Louis Blues,1575,352
Filip Forsberg,Left Wing,Forward,18,Nashville Predators,871,Viktor Arvidsson,Right Wing,Forward,26,Los Angeles Kings,911,353
Jacob Bryson,Defenseman,Defenseman,7,Buffalo Sabres,753,Rasmus Ristolainen,Defenseman,Defenseman,7,Buffalo Sabres,1185,354
Alex Wennberg,Center,Forward,13,Florida Panthers,1210,Frank Vatrano,Center,Forward,13,Florida Panthers,1005,355
Pierre Engvall,Left Wing,Forward,10,Toronto Maple Leafs,574,Ilya Mikheyev,Right Wing,Forward,10,Toronto Maple Leafs,875,355
Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,945,Jake Evans,Center,Forward,8,Montréal Canadiens,721,356
Scott Mayfield,Defenseman,Defenseman,2,New York Islanders,1626,Adam Pelech,Defenseman,Defenseman,2,New York Islanders,1770,356
J.T. Miller,Center,Forward,23,Vancouver Canucks,1251,Bo Horvat,Center,Forward,23,Vancouver Canucks,1197,359
Lars Eller,Center,Forward,15,Washington Capitals,843,Conor Sheary,Left Wing,Forward,15,Washington Capitals,837,359
Anthony Mantha,Right Wing,Forward,15,Washington Capitals,1219,Dylan Larkin,Center,Forward,17,Detroit Red Wings,983,359
Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,945,Paul Byron,Left Wing,Forward,8,Montréal Canadiens,1002,360
Joe Thornton,Center,Forward,10,Toronto Maple Leafs,695,Mitchell Marner,Right Wing,Forward,10,Toronto Maple Leafs,1545,361
Mike Matheson,Defenseman,Defenseman,5,Pittsburgh Penguins,1011,John Marino,Defenseman,Defenseman,5,Pittsburgh Penguins,1295,366
Alexander Romanov,Defenseman,Defenseman,8,Montréal Canadiens,1020,Brett Kulak,Defenseman,Defenseman,8,Montréal Canadiens,943,368
Phillip Danault,Center,Forward,8,Montréal Canadiens,1417,Artturi Lehkonen,Left Wing,Forward,8,Montréal Canadiens,945,369
Taylor Hall,Left Wing,Forward,6,Boston Bruins,1273,Sam Reinhart,Right Wing,Forward,7,Buffalo Sabres,1123,369
Anthony Duclair,Left Wing,Forward,13,Florida Panthers,786,Carter Verhaeghe,Center,Forward,13,Florida Panthers,926,370
Ryan Reaves,Right Wing,Forward,54,Vegas Golden Knights,482,William Carrier,Left Wing,Forward,54,Vegas Golden Knights,760,371
Nick Suzuki,Center,Forward,8,Montréal Canadiens,1575,Cole Caufield,Right Wing,Forward,8,Montréal Canadiens,567,371
Vince Dunn,Defenseman,Defenseman,19,St. Louis Blues,849,Marco Scandella,Defenseman,Defenseman,19,St. Louis Blues,1079,374
Cody Eakin,Center,Forward,7,Buffalo Sabres,610,Tobias Rieder,Left Wing,Forward,7,Buffalo Sabres,539,374
Nick Paul,Left Wing,Forward,9,Ottawa Senators,968,Colin White,Center,Forward,9,Ottawa Senators,662,376
Keith Yandle,Defenseman,Defenseman,13,Florida Panthers,1040,Radko Gudas,Defenseman,Defenseman,13,Florida Panthers,1073,377
Damon Severson,Defenseman,Defenseman,1,New Jersey Devils,1305,Ryan Murray,Defenseman,Defenseman,1,New Jersey Devils,894,377
Ryan O'Reilly,Center,Forward,19,St. Louis Blues,1410,Brayden Schenn,Center,Forward,19,St. Louis Blues,1301,377
Paul Stastny,Center,Forward,52,Winnipeg Jets,1192,Nikolaj Ehlers,Left Wing,Forward,52,Winnipeg Jets,1033,378
Nikita Kucherov,Right Wing,Forward,14,Tampa Bay Lightning,422,Brayden Point,Center,Forward,14,Tampa Bay Lightning,1580,378
Jordan Eberle,Right Wing,Forward,2,New York Islanders,1336,Leo Komarov,Right Wing,Forward,2,New York Islanders,697,379
Evgeni Malkin,Center,Forward,5,Pittsburgh Penguins,707,Jason Zucker,Left Wing,Forward,5,Pittsburgh Penguins,740,379
Sean Couturier,Center,Forward,4,Philadelphia Flyers,918,Joel Farabee,Left Wing,Forward,4,Philadelphia Flyers,949,383
Chris Kreider,Left Wing,Forward,3,New York Rangers,888,Ryan Strome,Center,Forward,3,New York Rangers,1074,383
Pat Maroon,Left Wing,Forward,14,Tampa Bay Lightning,942,Ross Colton,Center,Forward,14,Tampa Bay Lightning,582,384
Rickard Rakell,Left Wing,Forward,24,Anaheim Ducks,1070,Isac Lundestrom,Center,Forward,24,Anaheim Ducks,692,384
Craig Smith,Center,Forward,6,Boston Bruins,1040,Taylor Hall,Left Wing,Forward,6,Boston Bruins,1273,385
Sean Kuraly,Center,Forward,6,Boston Bruins,849,Chris Wagner,Right Wing,Forward,6,Boston Bruins,614,386
Alexander Kerfoot,Center,Forward,10,Toronto Maple Leafs,967,Ilya Mikheyev,Right Wing,Forward,10,Toronto Maple Leafs,875,386
Anders Lee,Left Wing,Forward,2,New York Islanders,524,Jordan Eberle,Right Wing,Forward,2,New York Islanders,1336,386
Mathew Barzal,Center,Forward,2,New York Islanders,1436,Leo Komarov,Right Wing,Forward,2,New York Islanders,697,386
Phil Kessel,Right Wing,Forward,53,Arizona Coyotes,990,Christian Dvorak,Center,Forward,53,Arizona Coyotes,1118,387
Yanni Gourde,Center,Forward,14,Tampa Bay Lightning,1520,Alex Killorn,Left Wing,Forward,14,Tampa Bay Lightning,1473,388
Kyle Palmieri,Right Wing,Forward,2,New York Islanders,1256,Jack Hughes,Center,Forward,1,New Jersey Devils,1139,388
Nick Schmaltz,Center,Forward,53,Arizona Coyotes,949,Clayton Keller,Right Wing,Forward,53,Arizona Coyotes,970,389
Shea Theodore,Defenseman,Defenseman,54,Vegas Golden Knights,1710,Brayden McNabb,Defenseman,Defenseman,54,Vegas Golden Knights,1023,391
